c8e2565d26037b35ca703cb2843da60f,UNKNOWN,77518,78642,0.05
c8ec0b61cadcb715e0cd54e1412d3f08,UNKNOWN,52495,52495,0.05
cc1a816e624e9ef4b3d833c5a43d3651,UNKNOWN,154227776,152325978,84.08
ccd3f620c56161946984f5058c47b06f,UNKNOWN,464704,540012,0.17
d1a2352797c89d56f217e8f8ddc64c82,UNKNOWN,90567162,90567162,10.33
d4c69b4ab7d0091d133e834f99c14f62,UNKNOWN,14773131,13901599,6.09
d7503555731fcf87ef1aaee3f6021452,UNKNOWN,235727,92706,0.26
d9767a6ac2e1bfa8d3b28ec4bcf02d38,UNKNOWN,11985047,11824486,5.85
dde9ca6a4ca2c7fe7e7a8b9d8a69f485,UNKNOWN,28110165,31016464,31.75
dea0f4c12895e945f674fa60145b395e,UNKNOWN,14542,14595,0.03
e2892f9fdb14fd31d5d2a1643ae64d01,UNKNOWN,86381,86565,0.06
e8f4058878deb35689f4c4b433961d03,UNKNOWN,24930426,2337712,11.20
ed66ffc6537c6fcff3ccc195baccd0b2,UNKNOWN,12847592,12847592,7.79
ee3d0bbbe59d1d3d1a087df411d44626,UNKNOWN,14872458,5891006,7.07
ef4508038f0220f285640f4f9f1da640,UNKNOWN,954979,1488099,0.76
f15059d81c66447e21458057acdd7b51,UNKNOWN,440091,428524,1.24
f383abbb44681f47e8d615996e24a670,UNKNOWN,57977779,82058449,34.83
f3bda5fcae82cfa27460df877965eeca,UNKNOWN,650405,662340,1.22
f9b480459e7fa49c4a82fb79e80e1a86,UNKNOWN,26884414,26810912,22.36
fa108e7f41070f816c26768427d05cda,UNKNOWN,260078,260078,0.10
fc708b9e34c48d6902695c875d2c450b,SATISFIABLE,295766,13,0.07
fcbf121fcc2deb7294f9bc8a50218c71,UNKNOWN,359933,633143,0.35
fd0744dcadb87117779f980d02e40b7f,UNKNOWN,574324,574324,0.16
fd92521bd2148c3bd769a64c28caac3c,UNKNOWN,10960044,11093535,3.33
ff70f721ad948efd3a66fa8d6b9d48af,UNSATISFIABLE,108350,15,0.03
